你好！	Nǐ hǎo!	Hello!	[sound:tmp1cctcn.mp3] 
大家被召集到这里开会。	Dàjiā bèi zhàojí dào zhèli kāihuì.	Everyone has been gathered for a meeting here.	[sound:tmpxbpwsw.mp3]
联合国对难民进行救济。	Liánhéguó duì nànmín jìnxíng jiùjì.	The United Nations is providing relief to the refugees.	[sound:tmp_ujvta.mp3]
联合国救济受难者。	Liánhéguó jiùjì shòunànzhě.	The UN relieves refugees.	[sound:tmpjzi_wz.mp3]
他是佛教徒。	Tā shì Fójiàotú.	He is a Buddhist.	[sound:tmphg1e7u.mp3]
告诉你一个谣言。	Gàosu nǐ yī gè yáoyán.	I'll tell you a rumor.	[sound:tmpzn6nmi.mp3]
你怎么能相信这些谣言？	Nǐ zěnme néng xiāngxìn zhèxiē yáoyán?	How can you believe these rumors?	[sound:R094-03.mp3]
这个岛屿真美。	Zhè gè dǎoyǔ zhēn měi.	This island is really beautiful.	[sound:tmpxkar8u.mp3]
手机可能会放出轻微的辐射。	Shǒujī kěnéng huì fàngchū qīngwēi de fúshè.	Cell phones may emit a little radiation.	[sound:tmp1ytbzr.mp3]
儿子很喜欢打鼓。	Érzi hěn xǐhuan dǎgǔ.	My son loves playing drums.	[sound:tmpreyv0i.mp3]
初次穿着前要先清洗。	chūcì chuānzhe qián yào xiān qīngxǐ .	Wash before first wearing.	[sound:334416.mp3]
他正坐在会议室。	tā zhèng zuòzài huìyìshì .	He's sitting in the waiting room.	[sound:332471.mp3]
父亲示意我离开会议室。	fùqin shìyì wǒ líkāi huìyìshì .	Father gestured to me to leave the room.	[sound:334232.mp3]
他受邀做俱乐部的主席。	tā shòu yāo zuò jùlèbù de zhǔxí .	He was invited to be the chairman of the club.	[sound:332946.mp3]
他的公司垮了。	Tā de gōngsī kuǎ le.	His company has collapsed.	[sound:tmpe1_dkm.mp3]
吴梅期盼丈夫早点回国。	Wú Méi qīpàn zhàngfu zǎo diǎn huí guó.	Wu Mei hopes her husband returns home (to China) early.	[sound:tmpq1ivqb.mp3]
他的妈妈葬在这里。	Tā de māma zàng zài zhèli.	His mother is buried in this place.	[sound:tmpwrximy.mp3]
她的家人葬在这个坟墓里。	Tā de jiārén zàng zài zhè gè fénmù lǐ.	Her family members are buried in this tomb.	[sound:tmp5egxgj.mp3]
孩子给他刚死了的狗挖了个坟。	háizi gěi tā gāng sǐ le de gǒu wā le ge fén .	The boy dug a grave for his dog that had died.	[sound:333271.mp3]
乍一见面，双方都很高兴。	Zhà yī jiànmiàn, shuāngfāng dōu hěn gāoxìng.	The moment they met each other, they were happy.	[sound:tmpcfau7u.mp3]
她身上乍冷乍热的很不舒服。	Tā shēnshang zhà lěng zhà rè de hěn bù shūfu.	She's experiencing uncomfortable hot and cold spells.	[sound:tmpnieyyh.mp3]
纸遮住了她的脸。	Zhǐ zhēzhùle tā de liǎn.	The paper is covering her face (and blocking it from sight).	[sound:tmpb8h1oz.mp3]
他们养育了三个孩子。	Tāmen yǎngyù le sān gè háizi.	They've raised three children.	[sound:tmpniiqkv.mp3]
她开始对生态学感兴趣，是受到他的影响。	tā kāishǐ duì shēngtàixué gǎn xìngqu , shì shòudào tā de yǐngxiǎng .	It was through his influence that she became interested in ecology.	[sound:333785.mp3]
那个人被判刑。	Nàge rén bèi pànxíng.	That guy was sentenced.	[sound:tmpeyosk5.mp3]
他因为抢劫被判刑五年。	Tā yīnwèi qiǎngjié bèi pànxíng wǔ nián.	He was sentenced to 5 years in jail for robbery.	[sound:tmpx2ortw.mp3]
门卫很负责。	Ménwèi hěn fùzé.	The doorman is very responsible.	[sound:tmpdmglbh.mp3]
这是辽宁省最发达的行业。	Zhè shì Liáoníng shěng zuì fādáde hángyè.	This is the most developed industry in Liaoning province.	[sound:R075-03.mp3]
草地上有一只乌鸦。	Cǎodì shàng yǒu yī zhī wūyā.	There's a crow on the grass.	[sound:tmpfmiede.mp3]
在有些国家乌鸦是不详的象征。	Zài yǒuxiē guójiā wūyā shì bùxiáng de xiàngzhēng.	Crows are an ominous symbol in some countries.	[sound:tmpvhuccq.mp3]
摧毁这个寺庙。	cuīhuǐ zhè gè sìmiào .	Destroy this temple.	[sound:334125.mp3]
他正在刮胡子。	Tā zhèngzài guā húzi.	He's shaving.	[sound:tmpbnncuv.mp3]
我生平难得做了一件好事...却是没用的。	wǒ shēng píng nándé zuò le yī jiàn hǎo shì ... què shì méiyòng de .	For once in my life I'm doing a good deed... And it is useless.	[sound:335055.mp3]
她带着口罩。	Tā dàizhe kǒuzhào.	She's wearing a gauze mask.	[sound:tmpsrn5ip.mp3]
左上角的那个动物是条龙。	zuǒ shàng jiǎo de nà ge dòngwù shì tiáo lóng .	The animal in the top left-hand corner is meant to be a dragon.	[sound:333260.mp3]
外婆的脸上有很多皱纹。	Wàipó de liǎnshàng yǒu hěn duō zhòuwén.	There are a lot of wrinkles on my grandmother's face.	[sound:tmpnv_hz7.mp3]
她脸上挂着泪珠。	Tā liǎnshàng guàzhe lèizhū.	The tears are flowing down her cheeks.	[sound:tmppo1fco.mp3]
我可以用一下你的橡皮吗？	Wǒ kěyǐ yòng yī xià nǐde xiàngpí ma?	Can I use your eraser for a moment?	[sound:R071-03.mp3]
这块比萨饼很薄。	Zhè kuài bǐsàbǐng hěn báo.	This pizza is very thin.	[sound:tmpbxr8sf.mp3]
老爷爷长得很慈祥。	Lǎoyéye zhǎng de hěn cíxiáng.	The old grandpa looks very kind.	[sound:tmp3eovvk.mp3]
她是一位慈祥的老婆婆。	Tā shì yī wèi cíxiáng de lǎopópó.	She's a kindly old lady.	[sound:tmpzlb1fx.mp3]
他在拍老板的马屁。	Tā zài pāi lǎobǎn de mǎpì.	He's flattering his boss.	[sound:tmpoudygq.mp3]
这件事他处理得很好，得到了老板的表扬。	Zhèjiàn shì tā chǔlǐ de hěn hǎo, dédào le lǎobǎn de biǎoyáng.	He dealt with this matter very well and got his boss's praise.	[sound:tmpf7aioz.mp3]
他处事泰然。	Tā chǔshì tàirán.	He handles things calmly.	[sound:tmptuvnfr.mp3]
你的话很荒谬。	Nǐ de huà hěn huāngmiù.	What you're saying is absurd.	[sound:tmp3duede.mp3]
这种尝试很荒谬。	zhèzhǒng chángshì hěn huāngmiù.	It's nonsense to try that.	[sound:335012.mp3]
除了那些我们尝试过的政府形态，民主是最差的那种了。	chúle nàxiē wǒmen chángshì guò de zhèngfǔ xíngtài, mínzhǔ shì zuì chā de nà zhǒng le.	Democracy is the worst form of government, except all the others that have been tried.	[sound:334439.mp3]
泰式房屋很有特色。	Tàishì fángwū hěn yǒu tèsè.	Thai houses are very distinctive.	[sound:tmpq8v5ed.mp3]
她在沙滩上留下了一串脚印。	Tā zài shātān shàng liúxiale yī chuàn jiǎoyìn.	She left a trail of footprints on the beach.	[sound:tmpnddhuh.mp3]
她戴着一串珍珠项链。	Tā dàizhe yī chuàn zhēnzhū xiàngliàn.	She wears a pearl necklace.	[sound:tmps7wzo_.mp3]
这有一串珍珠。	Zhè yǒu yī chuàn zhēnzhū.	Here is a string of pearls.	[sound:tmp6fpfyz.mp3]
桂林的山水很秀丽。	Guìlín de shānshuǐ hěn xiùlì.	The scenery in Guilin is beautiful.	[sound:tmplqqkt_.mp3]
他的手沾满了巧克力。	Tā de shǒu zhānmǎnle qiǎokèlì.	His hands are covered with chocolate.	[sound:tmpckij86.mp3]
他的嘴上和脸上都沾满了巧克力。	Tā de zuǐshàng hé liǎnshàng dōu zhānmǎn le qiǎokèlì.	His lips and face are covered with chocolate.	[sound:tmpfdwxqp.mp3]
海面上刮起了大风暴。	Hǎimiàn shàng guā qǐ le dà fēngbào.	A huge storm was blowing in the sea.	[sound:tmpruqs86.mp3]
她是可爱的小妞。	Tā shì kě'ài de xiǎoniū.	She's a lovely little girl.	[sound:tmp_y9o3x.mp3]
他试图逃亡。	Tā shìtú táowáng.	He's attempting to escape.	[sound:tmphz00to.mp3]
他得到了表彰。	Tā dédàole biǎozhāng.	He's received commendation (for his brave deeds).	[sound:tmprctyxm.mp3]
他是我的女婿。	Tā shì wǒ de nǚxu.	He is my son-in-law.	[sound:tmpkp_vpy.mp3]
有志者事竟成。	yǒuzhìzhěshìjìngcheng .	Where there is a will, there is a way. <br /> Where there's a will, there's a way.	[sound:334632.mp3]
很侥幸没有人受伤。	Hěn jiǎoxìng méiyǒu rén shòushāng.	Luckily, nobody got hurt.	[sound:tmpa55ed6.mp3]
她把弟弟搂在怀里。	Tā bǎ dìdi lǒu zài huáili.	She's holding her younger brother in her arms.	[sound:tmpmz8yyf.mp3]
妈妈给孩子讲寓言故事。	Māma gěi háizi jiǎng yùyán gùshi.	The mother is telling fairy tales to her child.	[sound:tmpqurzng.mp3]
奶奶喜欢做针线活。	Nǎinai xǐhuan zuò zhēnxiànhuó.	My grandmother likes sewing.	[sound:tmpv8dkn2.mp3]
她放下手中的针线活，并站了起来。	tā fàngxià shǒu zhōng de zhēn xiàn huó, bìng zhàn le qǐlai .	She put aside the sewing and stood up.	[sound:332833.mp3]
她的宠物是一只乌龟。	Tā de chǒngwù shì yī zhī wūguī.	Her pet is a tortoise.	[sound:tmpyyhxu4.mp3]
乌龟爬得很缓慢。	Wūguī pá de hěn huǎnmàn.	Tortoises crawl very slowly.	[sound:tmp2zprkq.mp3]
他信奉佛教。	Tā xìnfèng Fójiào.	He believes in Buddhism.	[sound:tmpubml6q.mp3]
他们信奉基督教。	Tāmen xìnfèng Jīdūjiào.	They are Protestants.	[sound:tmpuwp3lk.mp3]
观察鸟类是个很好的业余爱好。	guānchá niǎolèi shì ge hěn hǎo de yèyú àihào .	Bird watching is a nice hobby.	[sound:333590.mp3]
我的业余爱好是拍野花的照片。	wǒ de yèyú àihào shì pāi yě huā de zhàopiàn .	My hobby is taking pictures of wild flowers.	[sound:334391.mp3]
你真卑鄙！	Nǐ zhēn bēibǐ!	You are so low/despicable/contemptible!	[sound:tmpyxxvcc.mp3]
车上有一个备用轮胎。	Chēshàng yǒu yī gè bèi yòng lúntāi.	There is a spare tire in the car.	[sound:tmpldbsrv.mp3]
地球是太阳系中的一颗行星。	Dìqiú shì Tàiyángxì zhōng de yī kē xíngxīng.	The earth is a planet in the solar system.	[sound:tmpolizw_.mp3]
她被派遣出差。	Tā bèi pàiqiǎn chūchāi.	She's been sent on a business trip.	[sound:tmpd6nmpz.mp3]
老师今天教我们减法。	Lǎoshī jīntiān jiāo wǒmen jiǎnfǎ.	The teacher will teach us subtraction today.	[sound:tmpnahk24.mp3]
我的腰围减了几寸。	Wǒ de yāowéi jiǎnle jǐ cùn.	My waist is several inches smaller.	[sound:tmpwkgn8g.mp3]
树林里有条水沟。	Shùlín lǐ yǒu tiáo shuǐgōu.	There is a ditch in the forest.	[sound:tmphglmx8.mp3]
小狗伸出舌头。	Xiǎogǒu shēnchū shétou.	The puppy sticks out its tongue.	[sound:tmpojk3e0.mp3]
他在扣西装的扣子。	Tā zài kòu xīzhuāng de kòuzi.	He's buttoning his suit.	[sound:tmpv04r9s.mp3]
这顶红帽子很衬她的裙子。	zhè dǐng hóngmàozǐ hěn chèn tā de qúnzi .	This red hat corresponds well to her dress.	[sound:334073.mp3]
针对911事件，美国国会通过了特别法案。	Zhēnduì jiǔ yāo yāo shìjiàn, Měiguó guóhuì tōng'guò le tèbié fǎ'àn.<div>(dui = duiyu = zhendui (pinpoints))</div>	To deal with the events of September 11, the US Congress passed a special bill.	[sound:tmpaglycm.mp3]
新议员首次公开露面。	Xīn yìyuán shǒucì gōngkāi lòumiàn.	The new legislators made their first public appearance.	[sound:tmpwfvcta.mp3]
参见上文。	cānjiàn shàng wén .	See above.	[sound:333511.mp3]
这枚钻戒的形状很特别。	Zhè méi zuànjiè de xíngzhuàng hěn tèbié.	The shape of this diamond is very unique.	[sound:tmpx5ezfr.mp3]
这枚钻戒值得收藏。	Zhè méi zuànjiè zhíde shōucáng.	This diamond ring is worth collecting.	[sound:tmpp4v0mk.mp3]
她在家看书消磨时间。	Tā zài jiā kànshū xiāomó shíjiān.	She's reading at home to pass the time.	[sound:tmp_gzcdl.mp3]
我睡觉前总要洗个澡。	wǒ shuìjiào qián zǒng yào xǐ ge zǎo .	I always take a bath before going to bed.	[sound:333718.mp3]
谁的钱包遗失了？	Shéi de qiánbāo yíshī le?	Who left their wallet behind?	[sound:tmpmjllco.mp3]
她特别喜欢吃火爆大头菜。	Tā tèbié xǐhuan chī huǒbào dàtóucài.	She especially likes to eat spicy Chinese cabbage.	[sound:R076-05.mp3]
她的男朋友看起来很势利。	Tā de nánpéngyou kànqǐlái hěn shìlì.	Her boyfriend appears to be very snobbish.	[sound:G045-05.mp3]
这里是政府办公厅。	Zhèli shì zhèngfǔ bàngōngtīng.	This is a government office.	[sound:tmp1kr_z5.mp3]
赵峰在政府办公厅工作。	Zhào Fēng zài zhèngfǔ bàngōngtīng gōngzuò.	Zhao Feng works in a government office.	[sound:tmpahogco.mp3]
祝您健康长寿！	Zhù nín jiànkāng chángshòu!	I wish you a long and healthy life.	[sound:tmpkwjp24.mp3]
超市的水果一应俱全。	Chāoshì de shuǐguǒ yīyìng-jùquán.	The supermarket has all types of fruits.	[sound:tmpws8tfq.mp3]
她在扮演一个小妖精。	Tā zài bànyǎn yī gè xiǎo yāojing.	She's pretending to be an evil spirit.	[sound:tmpdimppr.mp3]
看台上挤满了观众。	Kàntái shàng jǐmǎn le guānzhòng.	Spectators crowded the bleachers.	[sound:tmpaob8hl.mp3]
父母把孩子揽在怀里。	Fùmǔ bǎ háizi lǎn zài huái lǐ.	The parents are holding their children in their arms.	[sound:tmpfidw23.mp3]
拳击是一种剧烈的运动。	Quánjī shì yī zhǒng jùliè de yùndòng.	Boxing is a fierce sport.	[sound:tmpmb2kx7.mp3]
她参加了拳击协会。	Tā cānjiā le quánjī xiéhuì.	She participated in a boxing association.	[sound:tmpemqu2m.mp3]
他喜欢拳击打斗。	Tā xǐhuan quánjī dǎdòu.	He loves boxing and fighting.	[sound:tmp244uv5.mp3]
肥胖容易引起各种疾病。	Féipàng róngyì yǐnqǐ gè zhǒng jíbìng.	Obesity can bring about a range of illnesses.	[sound:tmpeuwrdz.mp3]
太郎有很强的责任感。	tài láng yǒu hěn qiáng de zérèn gǎn .	Taro has a strong sense of responsibility.	[sound:334192.mp3]
这是一本盲文的书。	Zhè shì yī běn mángwén de shū.	This is a braille book.	[sound:tmp27cxau.mp3]
出车祸了，他伤得很严重。	Chū chēhuò le, tā shāngde hěn yánzhòng.	There was a car accident and he was badly injured.	[sound:tmpzfvxbq.mp3]
棉被很暖和。	Miánbèi hěn nuǎnhuo.	Comforters are very warm.	[sound:tmprxetgr.mp3]
这只梨闻上去很香。	zhè zhǐ lí wén shàngqù hěn xiāng .	This pear smells nice.	[sound:333031.mp3]
多吃梨对身体有益。	Duō chī lí duì shēntǐ yǒuyì.	Eating more pears is good for your health.	[sound:tmpvtrjpb.mp3]
他们是双胞胎。	Tāmen shì shuāngbāotāi.	They are twins.	[sound:tmpgeyuqa.mp3]
她们是双胞胎。	Tāmen shì shuāngbāotāi.	They are twins.	[sound:tmpn_dn4x.mp3]
我厌倦了我的工作。	wǒ yànjuàn le wǒ de gōngzuò .	I am tired of my work.	[sound:332780.mp3]
我厌倦了他的老笑话。	wǒ yànjuàn le tā de lǎo xiàohua .	I was bored with his old jokes.	[sound:332845.mp3]
她厌倦了母亲的唠叨。	Tā yànjuànle mǔqin de láodao.	She's tired of her mother's nagging.	[sound:tmpwrxizy.mp3]
中国给外商优待。	Zhōngguó gěi wàishāng yōudài.	China provides favorable treatment to foreign companies.	[sound:tmpi_kycl.mp3]
小亮表现出色，受到学校优待。	Xiǎo Liàng biǎoxiàn chūsè, shòudào xuéxiào yōudài.	Xiao Liang had a great performance and was well treated by the school.	[sound:tmplix5bs.mp3]
荷兰是个小国。	hélán shì ge xiǎoguó .	The Netherlands is a small country.	[sound:335001.mp3]
在我去荷兰之前，我从没见过风车。	zài wǒ qù hélán zhīqián , wǒ cóng méi jiànguo fēngchē .	I had never ever seen a windmill until I visited the Netherlands.	[sound:335000.mp3]
我在削苹果皮。	Wǒ zài xiāo píngguǒ pí.	I'm peeling an apple.	[sound:tmpdwagci.mp3]
皮筋具有弹性。	Píjīn jùyǒu tánxìng.	Rubber bands are elastic.	[sound:tmplw9ltv.mp3]
现在是旅游旺季。	Xiànzài shì lǚyóu wàngjì.	It's the busy season for tourism now.	[sound:tmpul4lew.mp3]
他是一名很好的推销员。	Tā shì yīmíng hěn hǎo de tuīxiāoyuán.	He is a good salesman.	[sound:tmp8rwfbu.mp3]
推销员推销东西。	Tuīxiāoyuán tuīxiāo dōngxi.	Salesmen sell goods.	[sound:tmpfo6ys7.mp3]
小麦成熟了。	Xiǎomài chéngshú le.	The wheat has ripened.	[sound:tmpvhmj6s.mp3]
他向权力屈服。	tā xiàng quánlì qūfú .	He succumbed to authority.	[sound:332460.mp3]
小心针尖。	Xiǎoxīn zhēnjiān.	Be careful of the point of the needle.	[sound:tmpvkbdst.mp3]
他看起来有点蠢。	Tā kànqǐlái yǒudiǎn chǔn.	He looks a little silly.	[sound:tmp4njzna.mp3]
她很想要一条新的连衣裙。	tā hěn xiǎng yào yī tiáo xīn de liányīqún .	She wants a new dress badly.	[sound:332966.mp3]
这条连衣裙很便宜。	zhè tiáo liányīqún hěn piányi .	This dress is a good bargain.	[sound:333160.mp3]
朋友向我泄露了一个秘密。	Péngyou xiàng wǒ xièloule yī gè mìmì.	My friend revealed a secret to me.	[sound:tmp8kksyi.mp3]
老师给我们布置了家庭作业。	lǎoshī gěi wǒmen bùzhì le jiātíngzuòyè .	The teacher gave us homework.	[sound:332544.mp3]
说实话,我们感到很恼火。	Shuō shíhuà, wǒmen gǎndào hěn nǎohuǒ.	To tell the truth, we feel very annoyed.	[sound:R090-03.mp3]
他们的结婚仪式在户外举行。	Tāmen de jiéhūn yíshì zài hùwài jǔxíng.	Their wedding ceremony was held outdoors.	[sound:tmp25rsuc.mp3]
阴谋最终会被识破的。	Yīnmóu zuìzhōng huì bèi shípò de.	Conspiracies will be revealed in the end.	[sound:tmpookshy.mp3]
池子里充满了水。	Chízi lǐ chōngmǎnle shuǐ.	The pool is filled to the brim.	[sound:tmp6a297f.mp3]
沃而玛是很大的超级市场。	Wòérmǎ shì hěn dà de chāojí shìchǎng.	Wal-Mart is a very big supermarket.	[sound:tmpkqhpac.mp3]
这块土地很肥沃。	Zhè kuài tǔdì hěn féiwò.	This land is very fertile.	[sound:tmp4rl5pi.mp3]
这里的土壤很肥沃。	Zhèli de tǔrǎng hěn féiwò.	The soil here is very fertile.	[sound:tmpovlwce.mp3]
我要主宰自己的命运。	Wǒ yào zhǔzǎi zìjǐ de mìngyùn.	I want to be master of my own destiny.	[sound:tmpcamxrv.mp3]
