Kate, 坐吧。	Kate, zuò ba.	Sit down, Kate.	[sound:332793.mp3]
报纸、杂志和新闻广播讲述着世界上正在发生的事。	Bàozhǐ, zázhì hé xīnwén guangbō jiangshù zhe shìjiè shang zhengzài fāsheng de shì.	Newspapers, magazines, and newscasts tell what is going on in the world.	[sound:332822.mp3]
魔术师吸引了孩子们的注意。	Móshùshī xīyǐn le háizimen de zhùyì.	The magician had the children's attention.	[sound:334604.mp3]
鸟儿身上铺满了白色的羽毛。	Niǎor shēnshang pū mǎn le báisè de yǔmáo.	The bird was covered with white feathers.	[sound:334657.mp3]
这件事他铭记于心。	Zhè jiàn shì tā mingjì yú xīn.	The incident was etched in his memory.	[sound:332564.mp3]
生活很困难，但我更坚强。	Shenghuó hěn kùnnan, dàn wǒ geng jiānqiang.	Life is hard, but I am harder.	[sound:332708.mp3]
物价上涨了。	Wùjià shangzhang le.	Prices are going up.	[sound:332871.mp3]
我们按例处罚了他。	Wǒmen àn lì chǔfá le tā.	We punished him according to the rules.	[sound:332878.mp3]
油墨快没了。	Yoúmò kuài méile.	Printing ink is in short supply.	[sound:332885.mp3]
我很钦佩他的才干。	Wǒ hěn qīnpèi tā de cáigàn.	I feel admiration for his talent.	[sound:332988.mp3]
她忙着编织。	Tā mangzhe biānzhī.	She was busy with her knitting.	[sound:333182.mp3]
他们在加利福尼亚种橙子。	Tāmen zài Jiālìfúníyà zhong chengzi.	They grow oranges in California.	[sound:333301.mp3]
在城市里行驶的车辆数量增加了。	Zài chengshì lǐ xingshǐ de chēliang shùliang zengjiā le.	The number of cars driven in the city has increased.	[sound:333367.mp3]
她拿了其中一个玻璃花瓶。	Tā ná le qízhong yī gè bōli huāping.	She picked up one of the glass vases.	[sound:333406.mp3]
她说话幼稚。	Tā shuōhuà yoùzhì.	She talked childishly.	[sound:333734.mp3]
他们可以克服恐惧。	Tāmen kěyǐ kèfú kongjù.	They can overcome their fear.	[sound:334641.mp3]
大约两周内。	Dàyuē liang zhoū nèi.	In about two weeks.	[sound:335002.mp3]
瑞士位于法国、意大利、奥地利和德国之间。	Ruìshì wèiyú Fǎguó, Yìdàlì, Aòdìlì hé Déguó zhījiān.	Switzerland is located between France, Italy, Austria and Germany.	[sound:333951.mp3]
请不要做任何有损松野家族名声的事！	Qing bù yào zuò rènhé yoǔ sǔn songyě jiāzú mingsheng de shì!	Please don't do anything that would besmirch the Matsuno family name!	[sound:333112.mp3]
你可以毫无问题地辨别孩子们的声音。	Nǐ kěyǐ háowú wèntí de biànbié háizimen de shengyīn.	You can identify children's voices without any problem.	[sound:334749.mp3]
玛丽不穷，相反，她相当富裕。	Mǎlì bù qiong, xiangfǎn, tā xiangdang fùyù.	Mary is not poor. On the contrary, she is quite rich.	[sound:334254.mp3]
我的业余爱好是拍野花的照片。	Wǒ de yèyú àihào shì pāi yěhuā de zhàopiàn.	My hobby is taking pictures of wild flowers.	[sound:334391.mp3]
他毫不犹豫地把自己的车卖了。	Tā háo bù yoúyù de bǎ zìjǐ de chē mài le.	Without the slightest hesitation, he sold his own car.	[sound:335122.mp3]
不要隐瞒你对此的想法。	Bù yào yǐnmán nǐ duì cǐ de xiangfǎ.	Don't conceal what you feel about it.	[sound:333660.mp3]
在这种困难的时候，任何寻常的努力都无法使我们的公司摆脱赤字。	Zài zhèzhong kùnnan de shíhou, rènhé xúnchang de nǔlì doū wúfǎ shǐ wǒmen de gongsī bǎituō chìzì.	In hard times like this, no ordinary effort can get our company out of the red.	[sound:334817.mp3]
这里允许拍照吗？	Zhèli yǔnxǔ pāizhào ma?	Are we allowed to take pictures here?	[sound:332926.mp3]
这是湖的最深处。	Zhè shì hú de zuì shēn chù.	The lake is deepest at this point.	[sound:333071.mp3]
他把头发剪短了。	Tā bǎ toúfa jiǎn duǎn le.	He had his hair cut short.	[sound:333115.mp3]
我希望能够戒烟。	Wǒ xīwang nenggoù jiè yān.	I wish I could give up smoking.	[sound:333735.mp3]
他们互帮互助，把校庆搞得很成功。	Tāmen hùbang hùzhù, bǎ xiàoqing gǎo de hěn chenggong.	They helped one another to make the school festival a success.	[sound:334077.mp3]
他英勇的行为带给了他光荣。	Tā yingyong de xingwéi dàigěi le tā guangrong.	His acts of courage brought him glory.	[sound:333468.mp3]
英格兰为她的诗人感到自豪。	Yinggélán wèi tā de shīrén gǎndào zìháo.	England is proud of her poets.	[sound:334206.mp3]
我建议你永远不要入不敷出。	Wǒ jiànyì nǐ yongyuǎn bù yào rùbùfūchū.	I advise you never to live beyond your income.	[sound:334848.mp3]
种瓜得瓜，种豆得豆。	Zhong guā dé guā, zhong doù dé doù.	As you sow, so will you reap.	[sound:333123.mp3]
我怀孕了。	Wǒ huáiyùn le.	I'm pregnant.	[sound:333464.mp3]
我怕地震。	Wǒ pà dìzhèn.	I'm afraid of earthquakes.	[sound:334322.mp3]
他以优异的成绩毕业于剑桥大学。	Tā yǐ yoūyì de chengjì bìyè yú Jiànqiáo Dàxué.	He graduated from Cambridge with honors.	[sound:334577.mp3]
他们嫉妒我们的成功。	Tāmen jídù wǒmen de chenggong.	They are jealous of our success.	[sound:334609.mp3]
吸烟影响了他的肺部。	Xīyān yingxiang le tā de fèibù.	Smoking has affected his lungs.	[sound:334691.mp3]
奈良是个非常古老的城市。	Nàiliang shì ge fēichang gǔlǎo de chengshì.	Nara is a very old city.	[sound:332929.mp3]
这个国家的政府压迫人民。	Zhège guójiā de zhengfǔ yāpò rénmín.	The government of this country oppresses its people.	[sound:333587.mp3]
摄像机对我而言是必需品。	Shèxiangjī duì wǒ éryán shì bìxūpǐn.	The camera was essential for me.	[sound:333763.mp3]
爱尔兰和英格兰被海分割。	Aì'ěrlán hé Yinggélán bèi hǎi fēngē.	A sea separates Ireland and England.	[sound:333966.mp3]
他在城市里一直受到噪音或者其他的干扰。	Tā zài chengshì lǐ yīzhí shoùdào zàoyīn huòzhě qítā de gānrǎo.	He was always annoyed in the city by noises of one sort or another.	[sound:333001.mp3]
他向权力屈服。	Tā xiang quánlì qūfú.	He succumbed to authority.	[sound:332460.mp3]
你有义务还债。	Nǐ yoǔ yìwù huánzhài.	You're liable for the debt.	[sound:332812.mp3]
祝你旅途愉快。	Zhù nǐ lvtú yúkuài.	I wish you a pleasant voyage.	[sound:332911.mp3]
有志者事竟成。	Yoǔ zhìzhě shì jing cheng.	Where there is a will, there is a way.	[sound:334632.mp3]
我也无法解释。	Wǒ yě wúfǎ jiěshì.	I can't explain it either.	[sound:335045.mp3]
这封信寄错地方了。	Zhè feng xìn jì cuò dìfang le.	This letter is wrongly addressed.	[sound:333232.mp3]
美国与加拿大相邻。	Měiguó yǔ Jiānádà xianglín.	The United States borders Canada.	[sound:334257.mp3]
这颗钻石不是真的。	Zhè kē zuànshí bù shì zhēn de.	This diamond isn't real.	[sound:335031.mp3]
在这个城市，白人和黑人间的争端愈演愈烈。	Zài zhège chengshì, báirén hé hēirén jiān de zhengduān yù yǎn yù liè.	The conflict between blacks and whites in the city became worse.	[sound:333584.mp3]
诚信是一种重要的美德。	Chengxìn shì yī zhong zhongyào de měidé.	Honesty is a capital virtue.	[sound:332612.mp3]
史密斯夫妇现在分居了。	Shǐmìsī fūfù xiànzài fēnjū le.	Mr. and Mrs. Smith live apart from each other now.	[sound:332942.mp3]
花园被木栅栏围了起来。	Huāyuán bèi mù zhàlán wéi le qǐlai.	The garden was surrounded by a wooden fence.	[sound:333146.mp3]
达芬奇比别人高瞻远瞩。	Dá Fēnqí bǐ biérén gāozhān-yuǎnzhǔ.	Da Vinci could see farther than others.	[sound:333774.mp3]
布什继里根之后当上了总统。	Bùshí jì Lǐgēn zhīhoù dangshang le zongtong.	Bush followed Reagan as president.	[sound:332569.mp3]
在非洲有许多孩子死于饥饿。	Zài Fēizhoū yoǔ xǔduō háizi sǐ yú jī'è.	Many children die of starvation in Africa.	[sound:334868.mp3]
自从手术后，我父亲一直处于良好的状态。	Zìcong shoǔshù hoù, wǒ fùqīn yīzhí chǔyú lianghǎo de zhuangtài.	My father has been in good shape since his operation.	[sound:334234.mp3]
这种秘密总有一天会被揭露的。	Zhèzhong mìmì zong yoǔ yī tiān huì bèi jiēlù de.	Such secrets are always eventually revealed.	[sound:332596.mp3]
她原谅了男孩的粗鲁。	Tā yuánliang le nánhái de cūlǔ.	She forgave the boy for his rudeness.	[sound:332828.mp3]
她去过巴黎。	Tā qù guo Bālí.	She has been to Paris.	[sound:333004.mp3]
Ann是啦啦队队长。	Ann shì lālāduì duìzhang.	Ann is a cheerleader.	[sound:333118.mp3]
我尽量留着胃吃甜点。	Wǒ jǐnliang liú zhe wèi chī tiándiǎn.	I'm trying to save room for dessert.	[sound:333303.mp3]
你得在涉谷换乘火车。	Nǐ děi zài Shègǔ huàncheng huǒchē.	You have to change trains at Shibuya.	[sound:333349.mp3]
任何任务都可能变得费力。	Rènhé rènwu doū kěneng biàn de fèilì.	Any task may become painful.	[sound:333726.mp3]
你尤其不该空腹喝酒。	Nǐ yoúqí bù gāi kongfù hē jiǔ.	You should especially not drink on an empty stomach.	[sound:333841.mp3]
把蛋放入沸水中。	Bǎ dàn fang rù fèishuǐ zhong.	Put the eggs into the boiling water.	[sound:333858.mp3]
我们保持了沉默。	Wǒmen bǎochí le chénmò.	We kept quiet.	[sound:334263.mp3]
接受对方的准则就是给予他权力。	Jiēshoù duìfang de zhǔnzé jiù shì gěiyǔ tā quánlì.	Accepting the other's norms is submitting to the other's power.	[sound:332683.mp3]
你成功与否取决于你自身的努力。	Nǐ chenggong yǔ foǔ qǔjuéyú nǐ zìshēn de nǔlì.	Whether you succeed or not depends on your own efforts.	[sound:332945.mp3]
死刑在美国的很多州都被废除了。	Sǐxing zài Měiguó de hěn duō zhoū doū bèi fèichú le.	The death penalty had been done away with in many states in the USA.	[sound:333229.mp3]
我老板把艰巨的任务指派给了我。	Wǒ lǎobǎn bǎ jiānjù de rènwu zhǐpài gěi le wǒ.	My boss assigned the hard job to me.	[sound:334615.mp3]
健康与运动及节制密不可分。	Jiànkang yǔ yùndong jí jiézhì mìbùkěfēn.	Good health is inseparable from exercise and moderation.	[sound:333222.mp3]
他们就快从香港抵达了。	Tāmen jiù kuài cong Xianggang dǐdá le.	They are arriving here soon from Hong Kong.	[sound:333313.mp3]
一些植物无法适应寒冷。	Yīxiē zhíwù wúfǎ shìying hánleng.	Some plants cannot adapt themselves to the cold.	[sound:8603786.mp3]
他以牺牲自己的健康为代价完成了这项工作。	Tā yǐ xīsheng zìjǐ de jiànkang wéi dàijià wáncheng le zhè xiang gongzuò.	He did it at the expense of his health.	[sound:333400.mp3]
那个发现纯属偶然。	Nèige fāxiàn chúnshǔ oǔrán.	That discovery was quite accidental.	[sound:332427.mp3]
你参加社团活动吗？	Nǐ cānjiā shètuán huódong ma?	Do you take part in any community activities?	[sound:332432.mp3]
许多工人死于饥饿。	Xǔduō gongrén sǐyú jī'è.	Many of the workers died of hunger.	[sound:333171.mp3]
我需要用药来镇痛。	Wǒ xūyào yong yào lái zhèntong.	I need some medicine to kill the pain.	[sound:333898.mp3]
她母亲将继续工作。	Tā mǔqīn jiang jìxù gongzuò.	Her mother will continue to work.	[sound:334275.mp3]
他透露了我的秘密。	Tā toùlù le wǒ de mìmì.	He disclosed my secret.	[sound:334804.mp3]
吸烟有害健康。	Xīyān yoǔhài jiànkang.	Smoking is harmful to your health.	[sound:333670.mp3]
我们使用了强大的措施来预防。	Wǒmen shǐyong le qiangdà de cuòshī lái yùfang.	We took strong measures to prevent it.	[sound:334902.mp3]
他简单地阐述了他的理由。	Tā jiǎndān de chǎnshù le tā de lǐyoú.	He gave his reasons in brief.	[sound:332765.mp3]
他们指责我没有信守诺言。	Tāmen zhǐzé wǒ méiyoǔ xìnshoǔ nuòyán.	They accused me of having broken my promise.	[sound:334835.mp3]
看那座被雪覆盖的山。	Kàn nà zuò bèi xuě fùgài de shān.	Look at that mountain which is covered with snow.	[sound:332711.mp3]
威尼斯的圣马可广场在夏季总是挤满了游客。	Wēinísī de Sheng Mǎkě guangchang zài xiàjì zongshì jǐmǎn le yoúkè.	St Mark's Square in Venice is always swarming with tourists in the summer.	[sound:332776.mp3]
父亲常常在空闲时间读侦探小说。	Fùqin changchang zài kongxián shíjiān dú zhēntàn xiǎoshuō.	Father would often read detective stories in his spare time.	[sound:332836.mp3]
他是营销部的负责人。	Tā shì yingxiāo bù de fùzérén.	He is the manager of the marketing department.	[sound:333101.mp3]
慎也娶了个漂亮姑娘。	Shènyě qǔ le ge piàoliang gūniang.	Shinya married a pretty girl.	[sound:333505.mp3]
太郎有很强的责任感。	Tàilang yoǔ hěn qiang de zérèngǎn.	Taro has a strong sense of responsibility.	[sound:334192.mp3]
我们必须设法打破这个僵局。	Wǒmen bìxū shèfǎ dǎpò zhège jiangjú.	We must try to break the deadlock.	[sound:332477.mp3]
他寻找一切可能的逃生途径。	Tā xúnzhǎo yīqiè kěneng de táosheng tújing.	He looked for every possible means of escape.	[sound:332513.mp3]
我们终于登上了富士山山顶。	Wǒmen zhongyú dengshang le Fùshì Shān shānding.	We gained the top of Mt. Fuji at last.	[sound:332730.mp3]
